ItemNumber,Description,PrimaryVendorNumber,VendorItem,MfgId,MfgName,MfgItemCount,LastCost,StdCost,AvgCost,Revision,ItemLeadTime,DefaultWhse,TotalQty
06-10056-240R,RES TF 1/16W 240R 1% 0402 RoHS,DIG100,RMCF0402FT240R,STA500,Stackpole Electronics,4,0.0017,0.00237,0.001806,,0,ELANSR,9864
06-10056-24K9,RES TF 1/16W 24.9K 1% 0402 RoHS,DIG100,4713-RM04F2492CTTR-ND,,,9,0.0009,0.0009,0.0009,,0,ELANSR,9391
06-10056-270K,RES TF 1/16W 270K 1% 0402 RoHS,DIG100,RM04F2703CT,CAL500,Cal-Chip,5,0.0009,0.0009,0.0009,,0,ELANSR,40
06-10056-27K0,RES 27K 1% 1/16W 0402 RoHS,DIG100,RC0402FR-0727KL,YAG500,Yageo,1,0.0016,0,0.001157,,0,ELANSR,37015
06-10056-2K00,RES TF 1/16W 2K 1% 0402 RoHS SMT,FUT100,WR04X2001FTL,,,8,0.0006,0.001048,0.00083,,0,ELANSR,25467
06-10056-2K20,"RES, TF, 1/16W, 2.2K, 1%, 0402, RoHS",DIG100,AC0402FR-072K2L,YAG500,Yageo,1,0.0047,0.013497,0.005371,,0,ELANSR,29986
06-10056-2K21,RES 2.21K 1% 1/16W 0402 RoHS,DIG100,ERJ-2RKF2211X,PAN500,Panasonic,1,0.0026,0,0.002963,,0,ELANSR,13004
06-10056-2K32,"RES,SM,2.32K,1%,1/16W,0402",DIG100,RC0402FR-132K32L,YAG500,Yageo,1,0.0017,0,0.0017,,0,ELANSR,0
06-10056-2K55,RES TF 1/16W 2K55 1% 0402 RoHS,SHE107,RC0402FR-072K55L,YAG500,Yageo,3,0.0007,0,0.000757,,0,ELANSR,10014
06-10056-2K70,RES SMD 2.7K OHM 1% 1/16W 0402  RoHS,DIG100,RC0402FR-072K7L,YAG500,Yageo,1,0.00102,0,0.001219,,0,ELANSR,12040
06-10056-2K80,RES TF 1/16W 2K80 1% 0402 RoHS,SHE107,RC0402FR-072K8L,YAG500,Yageo,3,0.0007,0,0.0008,,0,ELANSR,9584
06-10056-2M20,RES TF 1/16W 2.2M 1% 0402 RoHS,DIG100,RC0402FR-072M2L,YAG500,Yageo,3,0.00204,0.00204,0.00204,,0,ELANSR,40
06-10056-2M21,RES TF 1/16W 2.21M 1% 0402 RoHS,DIG100, RMCF0402FT2M21TR-ND,,,6,0.003,0.003,0.003,,98,ELANSR,8975
06-10056-300K,RES TF 1/16W 300K 1% 0402 RoHS,DIG100,CR0402-FX-3003GLF,BOU500,Bourns,4,0.0017,0.0017,0.0017,,0,ELANSR,40
06-10056-30K0,RES 30K OHM 1% 1/16W 0402 RoHS,DIG100,RC0402FR-0730KL,YAG500,Yageo,1,0.0017,0,0.00207,,0,ELANSR,9977
06-10056-31K6,RES TF SM 1/16W 31.6K 1% 0402 RoHS,DIG100,CR0402-FX-3162GLF,BOU500,Bourns,4,0.00153,0,0.00153,,0,ELANSR,9673
06-10056-330R,RES TF 1/16W 330R 1% 0402 RoHS,DIG100,RC0402FR-07330RL,YAG500,Yageo,5,0.00204,0.00204,0.00204,,0,ELANSR,170
06-10056-33R0,RES TF 1/16W 33R0 1% 0402 RoHS,SHE107,RC0402FR-0733RL,YAG500,Yageo,3,0.0007,0,0.000806,,0,ELANSR,9790
06-10056-360K,RES TF 1/16W 360K 1% 0402 RoHS,DIG100,RM04F3603CT,CAL500,Cal-Chip,4,0.009,0.009,0.009,,0,ELANSR,40
06-10056-390R,RES TF 1/16W 390R 0.5% 0402 RoHS,DIG100,RR0510P-391-D,SUS500,Susumu,1,0.012,0.012,0.012,,0,ELANSR,320
06-10056-39K2,"RES,SM,39.2K,1%,1/16W,0402",DIG100,RC0402FR-1339K2L,YAG500,Yageo,1,0.0017,0,0.0017,,0,ELANSR,0
06-10056-39R0,RES TF 1/16W 39R 1% 0402 RoHS,DIG100,RMCF0402FT39R0,STA501,Stackpole Electronics,7,0.003,0.003,0.003,,0,ELANSR,9224
06-10056-3K00,RES TF 1/16W 3K 1% 0402 RoHS,DIG100,RM04F3001CT,CAL500,Cal-Chip,3,0.0009,0,0.0009,,0,ELANSR,0
06-10056-3K30,"RES, TF, 1/16W, 3.3K, 1%, 0402, RoHS",DIG100,AC0402FR-073K3L,YAG500,Yageo,1,0.00204,0.002129,0.001934,,0,ELANSR,35099
06-10056-3K60,"RES, TF, 1/16W, 3.6K, 1%, 0402, RoHS",DIG100,RC0402FR-073K6L,YAG500,Yageo,1,0.0026,0.0026,0.0026,,0,ELANSR,0
06-10056-3R57,RES TF 1/16W 3.57R 1% 0402 RoHS,DIG100,RC0402FR-073R57L,YAG500,Yageo,3,0.00306,0.00306,0.00306,,0,ELANSR,40
06-10056-402K,RES TF 1/16W 402K 1% 0402 RoHS,DIG100,RM04F4023CT,CAL500,Cal-Chip,5,0.0009,0.0009,0.0009,,0,ELANSR,40
06-10056-402K,RES TF 1/16W 402K 1% 0402 RoHS,DIG100,RM04F4023CT,MER500,Meritek,5,0.0009,0.0009,0.0009,,0,ELANSR,40
06-10056-41K2,RES TF 1/16W 41.2K 1% 0402 RoHS,DIG100,CR0402-FX-4122GLF,BOU500,Bourns,4,0.00153,0.00153,0.00153,,0,ELANSR,100
06-10056-45K3,RES TF 1/16W 45K3 1% 0402 RoHS,SHE107,RC0402FR-0745K3L,YAG500,Yageo,2,0.0007,0.0004,0.000757,,0,ELANSR,10012
06-10056-470K,RES TF 1/16W 470K 1% 0402 RoHS,DIG100,RM04F4703CT,CAL500,Cal-Chip,5,0.00081,0.00081,0.00081,,0,ELANSR,100
06-10056-470R,RES TF 1/16W 470R 1% 0402 RoHS,DIG100,RC0402FR-07470RL,,,7,0.002,0.002,0.002,,0,ELANSR,8718
06-10056-47K0,RES_TF_1_16W_47K0_1PCT_0402_RoHS,DIG100,RC0402FR-0747KL,YAG500,Yageo,6,0.0019,0.001,0.001537,,0,ELANSR,16615
06-10056-49K9,RES TF 1/16W 49.9K 1% 0402 RoHS SMT,DIG100,RM04F4992CT,CAL500,Cal-Chip,9,0.0013,0.0013,0.0013,,0,ELANSR,4360
06-10056-49R9,RES TF 1/16W 49.9R 1% 0402 RoHS,DIG100,RM04F49R9CT,CAL500,Cal-Chip,3,0.001,0.0009,0.000967,,0,ELANSR,14410
06-10056-4K22,"RES,SM,4K22,1%,1/16W,0402",DIG100,RC0402FR-074K22L,YAG500,Yageo,1,0.0017,0,0.0017,,0,ELANSR,0
06-10056-4K70,RES_TF_1_16W_4K7_1PCT_0402_RoHS,AVN100,RMCF0402FT4K70,,,5,0.0016,0.001678,0.001602,,0,ELANSR,47791
06-10056-4K99,RES TF 1/16W 4K99 1% 0402 RoHS,DIG100,RC0402FR-074K99L,YAG500,Yageo,8,0.001,0.001,0.001,,0,ELANSR,3436
06-10056-4M70,RES TF 1/16W 4.7M 1% 0402 RoHS,DIG100,RMCF0402FT4M70,STA500,Stackpole Electronics,8,0.00118,0.00118,0.00118,,0,ELANSR,9805
06-10056-51K0,RES TF 1/16W 51K 1% 0402 RoHS,DIG100,CR0402-FX-5102GLF,BOU500,Bourns,4,0.0011,0,0.0012,,0,ELANSR,70
06-10056-51K1,RES TF 1/16W 51.1K 1% 0402 RoHS,DIG100,RM04F5112CT,CAL500,Cal-Chip,4,0.0009,0.0009,0.00706,,0,ELANSR,1086
06-10056-52K3,RES TF SM 1/16W 52.3K 1% 0402 RoHS,DIG100,CR205232F,MER500,Meritek,5,0.00137,0,0.00137,,0,ELANSR,10028
06-10056-56K0,"RES, TF, 1/16W, 56K, 1%, 0402, RoHS",DIG100,WR04X5602FTL,WAL500,Walsin Technology Corp.,1,0.01009,0.002658,0.009846,,0,ELANSR,614
06-10056-5K10,RES TF 1/16W 5.1K 1% 0402 RoHS,DIG100,CR0402-FX-5101GLFTR-ND,,,12,0.0009,0,0.0009,,0,ELANSR,6614
06-10056-5K62,RES 5.62K OHM 1% 1/16W 0402,DIG100,RM04F5621CT,CAL500,Cal-Chip,4,0.0009,0,0.0009,,0,ELANSR,9787
06-10056-620K,RES TF 1/16W 620K 1% 0402 RoHS,DIG100,RM04F6203CT,CAL500,Cal-Chip,4,0.0009,0.0009,0.0009,,0,ELANSR,80
06-10056-62R0,RES 62 OHM 1% 1/16W 0402 RoHS,DIG100,RM04F62R0CT,CAL500,Cal-Chip,4,0.0009,0,0.0009,,0,ELANSR,9987
06-10056-68K0,RES TF 1/16W 68K 1% 0402 RoHS,DIG100,RNCF0402DTE68K0,STA500,Stackpole Electronics,6,0.013,0.0052,0.010644,,0,ELANSR,14329
06-10056-69K8,"RES,SM,69K8,1%,1/16W,0402",DIG100,RC0402FR-0769K8L,YAG500,Yageo,1,0.0017,0,0.0017,,0,ELANSR,0
06-10056-6K04,RES TF 1/16W 6.04K 1% 0402 RoHS,DIG100,CR0402-FX-6041GLF,BOU500,Bourns,4,0.0014,0.0014,0.0014,,0,ELANSR,80
06-10056-78K7,RES TF 1/16W 78.7K 1PCT 0402 RoHS,DIG100,RMCF0402FT78K7,STA500,Stackpole Electronics,5,0.001,0.001,0.001,,0,ELANSR,9483
06-10056-7K87,"RES,SM,7.87K,1%,1/16W,0402",DIG100,RC0402FR-077K87L,YAG500,Yageo,1,0.0017,0,0.0017,,0,ELANSR,0
06-10056-80K6,RES TF 1/16W 80.6K 1% 0402 RoHS,DIG100,RM04F8062CT,CAL500,Cal-Chip,7,0.0009,0.0009,0.0009,,0,ELANSR,9826
06-10056-8K20,RES TF 1/16W 8.2K 1% 0402 RoHS,DIG100,RE0402FRE078K2L,YAG500,Yageo,9,0.0052,0,0.0052,,0,ELANSR,888
06-10056-91R0,RES 91 OHM 1% 1/16W 0402,DIG100,RM04F91R0CT,CAL500,Cal-Chip,4,0.0009,0,0.0009,,0,ELANSR,10000
06-10057-100K,RES TF 1/10W 100K 1% 0402 RoHS,DIG100,ERJ-2RKF1003X,PAN500,Panasonic,4,0.0026,0.0026,0.0026,,0,ELANSR,680
06-10057-15K0,RES TF 1/10W 15K 1% 0402 RoHS,DIG100,RK73H1ETTP1502F,KOA500,KOA Speer Electronics,4,0.0039,0.0039,0.0039,,0,ELANSR,40
06-10057-174K,RES TF 1/10W 174K 1% 0402 RoHS,DIG100,RK73H1ETTP1743F,KOA501,KOA Speer Electronics,3,0.0039,0.0039,0.0039,,0,ELANSR,40
06-10057-1K00,RES TF 1/10W 1K 1% 0402 RoHS,DIG100,MR04X1001FTL,WAL500,Walsin Technology,5,0.0016,0.0025,0.002347,,0,ELANSR,10100
06-10057-1M00,RES_TF_1_10W_1M_1PCT_0402,TTI100,ERJ-2RKF1004X,PAN500,Panasonic,2,0.00416,0.00694,0.004553,,0,ELANSR,18948
06-10057-200K,RES TF 1/10W 200K 1% 0402 RoHS,DIG100,RMCF0402FT620K,STA500,Stackpole Electronics,4,0.0019,0.0019,0.0019,,0,ELANSR,40
06-10057-243K,RES TF 1/10W 243K 1% 0402 RoHS,DIG100,RK73H1ETTP2433F,KOA500,KOA Speer Electronics,3,0.0039,0.0039,0.0039,,0,ELANSR,40
06-10057-270R,RES SMD 270 OHM 1% 1/10W 0402,DIG100,RM06F2700CT,CAL500,Cal-Chip,4,0.00132,0,0.00132,,0,ELANSR,4310
06-10057-33R0,RES TF 1/10W 33R 1% 0402 RoHS,DIG100,RK73H1ERTTP33R0F,KOA501,KOA Speer Electronics,5,0.0039,0.0039,0.0039,,0,ELANSR,250
06-10057-3K65,RES TF 1/10W 3.65K 1% 0402 RoHS,DIG100,ERJ-2RKF3651X,PAN500,Panasonic,2,0.0039,0.0039,0.0039,,0,ELANSR,100
06-10057-470R,RES_TF_1_10W_470R_1PCT_0402,DIG100,RK73H1ETTP4700F,KOA500,KOA Speer Electronics,2,0.003,0.0039,0.003102,,0,ELANSR,18790
06-10057-510K,RES TF 1/10W 510K 1% 0402 RoHS,MER100,CRH0402H5103F,MER500,Meritek,3,0.0024,0.0024,0.002416,,42,ELANSR,11327
06-10058-0R00,RES TF 1/16W 0R 5% 0402 RoHS,DIG100,RC0402JR-070RL,YAG500,Yageo,4,0.00353,0.001091,0.001575,,161,ELANSR,28959
06-10058-100K,RES TF 1/16W 100K 5% 0402 RoHS,DIG100,311-100KJRTR-ND,,,3,0.0008,0.000979,0.000971,,35,ELANSR,14779
06-10058-100R,RES TF 1/16W 100 5% 0402 RoHS,DIG100,RMCF0402JT100R,STA500,Stackpole Electronics,3,0.0008,0.001548,0.001535,,35,ELANSR,27392
06-10058-10K0,RES TF 1/16W 10K 5% 0402 RoHS,DIG100,RMCF0402JT10K0,STA500,Stackpole Electronics,4,0.0008,0.001356,0.001303,,147,ELANSR,67239
06-10058-120R,RES TF 1/16W 120R 1% 0402 RoHS,SHE107,RC0402FR-07120RL,YAG500,Yageo,3,0.0007,0,0.0007,,0,ELANSR,9688
06-10058-12K0,RES TF 1/16W 12K 1% 0402 RoHS,DIG100,RMCF0402FT12K0,STA500,Stackpole Electronics,6,0.001,0.001,0.001,,0,ELANSR,9380
06-10058-15K0,RES TF 1/16W 15K 5% 0402 RoHS,FUT100,RC0402JR-0715KL,,,5,0.0019,0.001258,0.001007,,15,ELANSR,34984
06-10058-1K00,RES TF 1/16W 1K 5% 0402 RoHS,DIG100,RMCF0402FT1K00,STA500,Stackpole Electronics,4,0.0008,0.002062,0.001751,,126,ELANSR,31080
06-10058-1M00,RES TF 1/16W 1M 5% 0402 RoHS,DIG100,RM04J105CT,CAL500,Cal-Chip,6,0.0007,0.0007,0.0007,,0,ELANSR,9950
06-10058-200K,RES 200K OHM 1% 1/16W 0402,DIG100,CR0402-FX-2003GLF,BOU500,Bourns,5,0.0009,0,0.0007,,0,ELANSR,1840
06-10058-220R,RES TF 1/16W 220R 5% 0402 RoHS,SHE107,RC0402JR-07220RL,YAG500,Yageo,3,0.0006,0.003,0.000647,,0,ELANSR,9868
06-10058-2K00,RES TF 1/16W 2K 1% 0402 RoHS,DIG100,1276-3448-2-ND,,,3,0.0008,0.002605,0.002508,,126,ELANSR,18385
06-10058-2K20,RES TF 1/16W 2K2 5% 0402 RoHS,DIG100,RMCF0402JT2K20TR-ND,,,4,0.0016,0.002031,0.001747,,0,ELANSR,21332
06-10058-33R0,RES TF 1/16W 33 5% 0402 RoHS,FUT100,RC0402JR-0733RL,,,4,0.00102,0.001039,0.001039,,15,ELANSR,22241
06-10058-36K0,RES TF 1/16W 36K 1% 0402 RoHS,DIG100,CRG0402F36K,TEC500,TE Connectivity,7,0.003,0.003,0.003,,0,ELANSR,9400
06-10058-3K30,RES TF 1/16W 3.3K Ohm 5% 0402 RoHS,DIG100,RC0402JR-073K3L,YAG500,Yageo,5,0.00204,0.002406,0.002117,,0,ELANSR,6493
06-10058-470R,RES TF 1/16W 470 5% 0402 RoHS,DIG100,311-470JRTR-ND,,,3,0.0012,0.0012,0.001201,,35,ELANSR,4829
06-10058-47K0,RES TF 1/16W 47K 5% 0402 RoHS,FUT100,RC0402JR-0747KL,,,5,0.0006,0.000514,0.000596,,0,ELANSR,57272
06-10058-4K70,RES TF 1/16W 4.7K 1% 0402 RoHS,DIG100,RM04F4701CT,CAL500,Cal-Chip,5,0.0025,0.0009,0.0016,,0,ELANSR,16963
06-10058-560R,RES TF 1/16W 560R 5% 0402 RoHS,AVN100,RC0402JR-07560RL,YAG500,Yageo,4,0.0008,0.00081,0.0008,,0,ELANSR,9950
06-10058-6K80,RES TF 1/16W 6.8K 1% 0402 RoHS,DIG100,RM04F6801CT,CAL500,Cal-Chip,7,0.001,0.0009,0.000962,,0,ELANSR,22975
06-10059-1K00,RES_TF_1_10W_1K_5PCT_0402,MER100,CRH0402H102J,MER500,Meritek,5,0.00165,0.00165,0.001652,,0,ELANSR,38498
06-10060-A001,TMTR 100K 5% WF 0805 RoHS,ARR100,NCP21WF104J03RA,MUR500,Murata,1,0.058,0.071096,0.071096,,24,ELANSR,3631
06-10061-A001,"TMTR 100K 1% TH RoHS, NTC4.25",DIG100,NTCLE203E3104FB0,VIS500,Vishay ,1,0.719022222,0.391778,0.391778,,168,ELANSR,5335
06-10062-A001,"TMTR 100K 5% TH RoHS, NTC4.25",DIG100,NTCLE100E3104JB0,VIS500,Vishay ,1,0.307,0.266,0.2825,,84,ELANSR,723
06-10063-16K0,RES MO 3W 16K 5% RoHS,MER100,MO3WS-163JTA,MER500,Meritek,2,0.033772242,0.039775,0.039775,,0,ELANSR,7503
06-10063-3K60,RES 3.6K 5% 3W METAL FILM Thru-hole Axial,TTI100,GS31003601JLF,,,3,0.03,0.03,0.03,,126,ELANSR,122
06-10064-100R,RES TF SM  1/3W  100R 5% 1210 RoHS,DIG100,RMCF1210JT100RTR-ND,,,4,0.0057,0.0057,0.0057,,42,ELANSR,0
06-10064-180R,RES TF SM  1/3W  180R 5% 1210 RoHS,ARR100,NRC25J181TRF,NIC500,NIC Components,3,0.0088,0.0088,0.0088,,56,ELANSR,0
06-10064-240K,RES TF SM  1/3W  240K 5% 1210 RoHS,DIG100,RMCF1210JT240K-ND,,,2,0.0161,0.0161,0.0161,,56,ELANSR,0
06-10064-2K20,RES TF SM  1/3W  2K2 5% 1210 RoHS,DIG100,RMCF1210JT2K20TR-ND,,,4,0.00764,0.00764,0.00764,,56,ELANSR,0
06-10065-220R,RES NTWK ISO 220R  2% 2/10W 8Pin,ARR100,CSC08A03220RGEK,VIS500,Vishay,6,0.1982,0.19737,0.19737,,56,ELANSR,759
06-10066-A001,NTC CURRENT LIMITER INRUSH 5.0 OHM 20%,MER100,SCK15-056M,MER500,Meritek,2,0.135,0.135,0.20301,,84,ELANSR,1975
06-10067-A001,MOV 430V 10mm RoHS,ARR100,B72210S2271K101,,,1,0.1594,0.1594,0.1594,,112,ELANSR,0
06-10068-A001,MOV 680V 10mm RoHS,DIG100,495-1435-ND,,,1,0.243,0.271769,0.260202,,84,ELANSR,138
06-10069-A001,SUR ABSORBER 14MM 510V 4500A ZNR,DIG100,P7223-ND,,,1,0.21286,0.218942,0.213511,,91,ELANSR,90
06-10070-A001,TMTR PWR 4.7R 20% 3A 8.5mm RoHS,DIG100,495-2079-ND,,,1,0.28,0.218416,0.221702,,56,ELANSR,1874
06-10072-A001,TMTR 10K 5% TH RoHS,DIG100,BC2531-ND,,,1,0.3652,0.3652,0.3652,,84,ELANSR,1277
06-10073-27R0,RES TF SM 1/5W 27R  1%  0603 RoHS,MER100,CRH0603H27R0F,MER500,Meritek,3,0.003,0.0028,0.002996,,81,ELANSR,290
06-10076-A001,RES NTC THERMISTOR 10 OHM 1.7A RoHS,MOU100,527-CL120,,,1,0.937,0.937,0.937,,77,ELANSR,0
06-10077-240R,RES 240R CEM A 5W 5% RoHS,MOU100,SQPR5240RJ,,,3,0.09,0.191,0.09,,0,ELANSR,145
06-10078-2K52,RES TF SM 1/10W 2.52K 0.02% 0805 ROHS,MOU100,,,,0,0.82,0.82,0.82,,28,ELANSR,0
06-10078-2K55,RES TF SM 1/10W 2.55K 0.02% 0805 ROHS,,,,,1,0.488,0.488,0.488,,84,ELANSR,
06-10079-2K52,RES ULTRA PREC.TF SM 2K52 1/10W 0.01% 0805 +/- 10PPM RoHS,,,,,1,0.48244,0.48244,0.48244,,28,ELANSR,
06-10079-5K00,RES ULTRA PREC.TF SM 5K 1/10W 0.01% 0805 +/- 10PPM RoHS,VEN100,UPTF0805-10W-N-5001UT-1K,,,1,0.55,0.55,0.55,,28,ELANSR,4706
06-10080-0R39,RES WW A 0R39 7W 5% RoHS,RCD100,170P-R39-JBW,RCD500,RCD Components,1,0.919276596,0.721618,0.721618,,100,ELANSR,5142
06-10082-0R39,RES WW 0.259ohm 5% 5W Radial RoHS,MOU100,TWW5JR39E,OHM500,Ohmite,1,0.4,0.35799,0.35799,,42,ELANSR,0
06-10083-100R,RES TF SM  INCR PULSE WITHSTANDING 1.5W 1% 2512 RoHS,TTI100,CRCW2512100RFKEGHP,VIS500,Vishay,1,0.0131,0.21995,0.094419,,322,ELANSR,12956
06-10085-47K0,RES TF 1.5W 47K 5% 2512 PULSE WITHSTANDING RoHS,DIG100,CMP2512-FX-4702ELF,BOU500,Bourns,4,0.09429,0,0.09429,,0,ELANSR,449
06-10085-51R0,RES TF 1.5W 51R 5% 2512 Pulse Withstanding RoHS,DIG100,541-51RATR-ND,,,1,0.1912,0.1912,0.1912,,273,ELANSR,76
06-10087-12K0,RES MF A 1/4 W 12K 5% RoHS,DIG100,RNF14JTD12K0-ND,,,1,0.0085,0.0085,0.0085,,98,ELANSR,0
06-10087-1K20,RES MF A 1/4 W 1.2K 5% RoHS,DIG100,RNF14JTD1K20-ND,,,1,0,0.0085,0,,98,ELANSR,0
06-10088-1K50,RES MF A 2W 1K50   5% RoHS,TTI100,FMP200JR-52-1K5,YAG500,Yageo,1,0.025,0.031,0.027855,,98,ELANSR,2722
06-10090-0R05,RES TF 2W 0.05 ohm R 1% 2512 RoHS,DIG100,CSRN2512FK50L0,STA500,Stackpole Electronics,1,0.328,0.198,0.198,,0,ELANSR,34
06-10091-A001,MOV 510V 16mm RoHS(TR),AVN100,VDRH14V320TSE,,,1,0.56875,0.522852,0.558626,,70,ELANSR,2498
06-10092-A001, Varistor 56V 250A SMD 1210,MER100,MVS1210B560K,MER500,Meritek,2,0.183,0.17,0.180424,,50,ELANSR,5036
06-10094-0R03,RES TF 1W 0.03R 1% 1206 RoHS,DIG100,P0.03BVDKR-ND,,,3,0.089,0.089,0.081547,,20,ELANSR,7855
06-10094-R011,RES TF 1W 0.011R 1206 RoHS,TTI100,ERJ-8CWFR011V,PAN500,Panasonic,2,0.086,0.086266,0.086266,,0,ELANSR,4074
06-10094-R015,RES TF 1W 0.015R 1% 1206 RoHS,DIG100,P0.015BVTR-ND,,,1,0.09506,0.09506,0.09506,,112,ELANSR,64
06-10095-A001,MOV 430V 155J VDRH14V275BSE RoHS,DIG100,BC2854-ND,,,1,0.4876,0.4876,0.4876,,63,ELANSR,0
06-10096-150R,RES TF SM 1/4W 150R 0.1% 1206 RoHS,DIG100,RT1206BRD07150RL,YAG500,Yageo,4,0.12972,0,0.12972,,0,ELANSR,980
06-10096-274K,RES SMD 274K OHM 0.1% 1/4W 1206,TTI100,ERA-8AEB2743V,PAN500,Panasonic,1,0.092,0.092,0.095413,,0,ELANSR,3743
06-10096-4K02,RES TF 1/4W 4K02 0.1% 1206 RoHS,DIG100,ERA-8AEB4021V,PAN500,Panasonic,3,0.12,0.122,0.120472,,119,ELANSR,1600
06-10097-100K,RES NTC THERMISTOR 100K 5% 0603 1/10W RoHS,DIG100,NCU18WF104J60RB,,,1,0.062,0.040285,0.06435,,84,ELANSR,3558
06-10099-0R05,RES TF 1/4W 0R05 1% 0402 RoHS,DIG100,P17367TR-ND,,,1,0.0834,0.0834,0.0834,,119,ELANSR,0
06-10100-0R05,RES TF 1/8W .05ohms  1% 0402 RoHS,DIG100,CSR0402FK50L0TR-ND,,,2,0.1013,0.070395,0.084581,,126,ELANSR,11568
06-10101-47R0,RES WW 1W 47R 5% 2616 RoHS,DIG100,A103597TR-ND,,,2,0.255,0.167,0.167,,75,ELANSR,0
06-10102-120R,RES TF 1/2W 120R 5% 0805 RoHS,DIG100,P120ADTR-ND,,,2,0.0069,0.010161,0.007232,,15,ELANSR,1247
06-10102-180R,RES TF 1/2W 180R 5% 0805 RoHS,DIG100,P180ADTR-ND,,,1,0.015,0.012518,0.015,,15,ELANSR,2600
06-10102-300R,RES TF 1/2W 300R 5% 0805 RoHS,TTI100,ERJ-P06J301V,PAN500,Panasonic,1,0.007,0.007,0.007,,15,ELANSR,4962
06-10103-10K5,RES TF 1/16W 10.5K 0.1% 0402 RoHS,,,,,5,0.0438,0.0438,0.0438,,0,ELANSR,12
06-10103-120K,RES TF 1/16W 120K 0.1% 0402 RoHS,DIG100,TFCR0402-16W-E-1203BT,VEN500,Venkel,3,0.0348,0.0348,0.0348,,0,ELANSR,70
06-10103-12K0,RES TF 1/16W 12K 0.1% 0402 RoHS,DIG100,RT0402BRD0712KL,YAG500,Yageo,3,0.03876,0.03876,0.03876,,0,ELANSR,40
06-10103-14K0,RES TF 1/16W 14K 0.1% 0402 RoHS,DIG100,RT0402BRD0714KL,YAG500,Yageo,3,0.05267,0,0.042,,0,ELANSR,25
06-10103-1K20,RES TF 1/16W 1.2K 0.1% 0402 RoHS,DIG100,YAG1375TR-ND,,,5,0.0407,0.0407,0.0407,,0,ELANSR,80
06-10103-200K,RES TF 1/16W 200K 0.1% 0402 RoHS,DIG100,RT0402BRD07200KL,YAG500,Yageo,5,0.0507,0.0507,0.0507,,0,ELANSR,90
06-10103-20K0,RES TF 1/16W 20K0 0.1% 0402 RoHS,DIG100,YAG1388TR-ND,,,6,0.036,0.036,0.036,,0,ELANSR,90
06-10103-21K5,RES TF 1/16W 21K5 0.1% 0402 RoHS,DIG100,RT0402BRD0721K5L,YAG500,Yageo,5,0.0407,0.0407,0.0407,,0,ELANSR,90
06-10103-220K,RES TF 1/16W 220K 0.1% 0402 RoHS,DIG100,RC0402BR-07220KL,YAG500,Yageo,2,0.042,0.042,0.042,,0,ELANSR,90
06-10103-22K0,RES TF 1/16W 22K0 0.1% 0402 RoHS,DIG100,RT0402BRE0722KL,YAG500,Yageo,4,0.0544,0.0544,0.0544,,0,ELANSR,90
06-10103-330K,RES TF 1/16W 330K 0.1% 0402 RoHS,DIG100,RC0402BR-07330KL,YAG500,Yageo,2,0.042,0.042,0.042,,0,ELANSR,90
06-10104-10K0,RES 4-ARRAY 10K 1/10W 0.5% 1206 RoHS,DIG100,ACASA100221002P100,VIS500,Vishay ,3,0.414,0.569269,0.569269,,0,ELANSR,50
06-10105-0R04,RES TF SMT  3W 0.04R 1 % 2512 RoHS,DIG100,TLRP3A30DR040FTE,TEC500,TE Connectivity ,5,0.2347,0.20058,0.20058,,0,ELANSR,1500
06-10106-1K00,RES NTWK ISO 1K 5PCT 1/16W 8Pin 1206,TTI100,YC164-JR-071KL,YAG500,Yageo,1,0.00832,0.006459,0.006459,,0,ELANSR,1681
06-10106-22R0,RES ARRAY 4 RES 22 OHM 1206 RoHS,DIG100,RAVF164DJT22R0,STA500,Stackpole Electronics,2,0.0056,0,0.007314,,0,ELANSR,4904
06-10107-12R0,RES WW SMT 3W 12R 5PCT,DIG100,SMW312RJT,TE500,TE Connectivity,2,0.145,0.145,0.145,,0,ELANSR,0
06-10108-A001,MOV-10D471KTR 470V 2.5KA DISC 10MM 7.5LS,MOU100,MOV-10D471KTR,BOU500,Bourns,1,0.097,0.079644,0.079644,,0,ELANSR,48
06-10109-12R0,RES CF 3W 12R 5PCT RoHS,ALL100,ROX3SJ12R,TEC500,TE Connectivity,3,0.0761,0.092452,0.092452,,0,ELANSR,0
06-10109-33R0,RES CF 3W 33R 5PCT RoHS,DIG100,PNP300JR-73-33R,YAG502,Yageo,5,0.13692,0,0.13692,,0,ELANSR,88
06-10110-10K0,NTC Thermistor 10kê 0805 RoHS,DIG100,BC2561TR-ND,,,1,0.183,0.161,0.1908,,0,ELANSR,7939
06-10111-100K,RES NTC THERMISTOR 0603 1% 1/10W RoHS,DIG100,NCU18WF104F60RB,MUR500,Murata,1,0.124,0.077377,0.077377,,0,ELANSR,690
06-10112-A001,NTC Thermistor 10k 0805,AVN100,NCP21XV103J03RA,VIS501,Vishay NRFND,2,0.05064,0.089854,0.052979,,0,ELANSR,3660
06-10113-100K,RES TF 1/2W 100K 5% 0805 HIGH VOLTAGE RoHS,DIG100,ERJ-P06J104V,PAN500,Panasonic,3,0.00956,0.00956,0.0096,,0,ELANSR,2087
06-10113-150K,15 weeks RES TF 1/2W 150K 5% 0805 HIGH VOLTAGE RoHS,DIG100,ERJ-P06J154V,PAN500,Panasonic,3,0.011,0.009944,0.011455,,0,ELANSR,19131
